"time","depth","temp","x","y","z","speed","dive_no","xma","yma","zma","dx","dy","dz","odba","start.time","end.time","X29109","X12.07.32.AM","X10.08.46.PM"
"24/11/15 22:16",1,7.7,0.876656472986748,0.163098878695209,-0.489296636085627,0,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43573,14464,NA
"24/11/15 22:16",NA,NA,0.876656472986748,0.17329255861366,-0.484199796126402,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43574,NA,NA
"24/11/15 22:16",NA,NA,0.876656472986748,0.163098878695209,-0.489296636085627,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43575,NA,NA
"24/11/15 22:16",NA,NA,0.866462793068298,0.152905198776758,-0.499490316004078,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43576,NA,NA
"24/11/15 22:16",NA,NA,0.861365953109072,0.158002038735984,-0.519877675840979,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43577,NA,NA
"24/11/15 22:16",NA,NA,0.851172273190622,0.147808358817533,-0.519877675840979,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43578,NA,NA
"24/11/15 22:16",NA,NA,0.840978593272171,0.142711518858308,-0.509683995922528,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43579,NA,NA
"24/11/15 22:16",NA,NA,0.846075433231397,0.152905198776758,-0.504587155963303,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43580,NA,NA
"24/11/15 22:16",NA,NA,0.856269113149847,0.178389398572885,-0.519877675840979,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43581,NA,NA
"24/11/15 22:16",NA,NA,0.851172273190622,0.188583078491335,-0.530071355759429,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43582,NA,NA
"24/11/15 22:16",NA,NA,0.835881753312946,0.188583078491335,-0.519877675840979,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43583,NA,NA
"24/11/15 22:16",NA,NA,0.840978593272171,0.214067278287462,-0.524974515800204,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43584,NA,NA
"24/11/15 22:16",NA,NA,0.861365953109072,0.234454638124363,-0.514780835881753,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43585,NA,NA
"24/11/15 22:16",NA,NA,0.871559633027523,0.249745158002039,-0.504587155963303,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43586,NA,NA
"24/11/15 22:16",NA,NA,0.881753312945973,0.249745158002039,-0.499490316004078,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43587,NA,NA
"24/11/15 22:16",NA,NA,0.881753312945973,0.239551478083588,-0.509683995922528,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43588,NA,NA
"24/11/15 22:16",NA,NA,0.861365953109072,0.244648318042813,-0.514780835881753,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43589,NA,NA
"24/11/15 22:16",NA,NA,0.825688073394495,0.249745158002039,-0.494393476044852,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43590,NA,NA
"24/11/15 22:16",NA,NA,0.805300713557594,0.254841997961264,-0.484199796126402,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43591,NA,NA
"24/11/15 22:16",NA,NA,0.82059123343527,0.285423037716616,-0.489296636085627,NA,"10_2",NA,NA,NA,NA,NA,NA,NA,1448363778,1448363911,43592,NA,NA
