"id","name","odba.start","odba.end","time.odba","odba.mean","vedba.mean","vedba.auc","odba.auc","vo2.start","vo2.end","time.vo2","vo2.mean","type","age","facility","sex","species","id2","date","duration","swim.secs","stroke_rate","mass","types","vo2_mlkg","dmr","sdmr"
"Bella2014-12-03rest","Bella",2016-07-11 00:17:30,2016-07-11 00:20:32,182.5,0.121767785190981,0.0761427016221739,16.3158816004072,25.5846751827769,2016-07-12 10:19:08,2016-07-12 10:21:08,120,1.05694125080841,"rest",17,"UWW","Female","AFS",NA,NA,NA,0,NA,NA,"rest",NA,Inf,NA
"Bella2014-12-03swim1","Bella",2016-07-11 00:20:33,2016-07-11 00:22:14,101,0.651901763364425,0.41326470214537,44.1453488030172,69.5249080417252,2016-07-12 10:22:37,2016-07-12 10:24:35,118,2.43481473754349,"swim1",17,"UWW","Female","AFS","Bella03-12-14_1.csv",2014-12-03,"01:41",101,26,72,"swim",33.8168713547706,1.44642459656049,20.0892305077845
"Bella2014-12-03swim2","Bella",2016-07-11 00:25:25,2016-07-11 00:26:49,83.5999999046326,0.758567491518481,0.481682738596159,36.1080486312456,57.6068580768132,2016-07-12 10:27:16,2016-07-12 10:29:35,139,2.19211399615896,"swim2",17,"UWW","Female","AFS","Bella03-12-14_2.csv",2014-12-03,"01:23",83,23,72,"swim",30.4460277244299,1.58466072011491,22.0091766682626
"Bella2014-12-04rest","Bella",2016-07-11 00:20:39,2016-07-11 00:24:02,202.799999952316,0.140183199609916,0.0894528295089496,7.71840083029565,12.2080369466544,2016-07-12 16:22:41,2016-07-12 16:24:45,124,0.762745427341627,"rest",17,"UWW","Female","AFS",NA,NA,NA,0,NA,NA,"rest",NA,Inf,NA
"Bella2014-12-04swim1","Bella",2016-07-11 00:24:02,2016-07-11 00:25:42,100.400000095367,0.68821120792539,0.437139554810523,46.743019138039,73.2776614559248,2016-07-12 16:26:14,2016-07-12 16:28:53,159,2.11733451160803,"swim1",17,"UWW","Female","AFS","Bella04-12-14_1.csv",2014-12-04,"01:41",101,27,72,"swim",29.4074237723337,1.25782248214338,17.4697566964359
"Bella2014-12-04swim2","Bella",2016-07-11 00:32:31,2016-07-11 00:33:50,78.2999999523163,0.687581150389682,0.431142561978007,37.3790939756373,58.5444724354256,2016-07-12 16:34:18,2016-07-12 16:36:42,144,2.18449427670352,"swim2",17,"UWW","Female","AFS","Bella04-12-14_2.csv",2014-12-04,"01:19",79,25,72,"swim",30.3401982875489,1.65910957724318,23.043188572822
"Bella2014-12-04swim2","Bella",2016-07-11 00:32:31,2016-07-11 00:33:50,78.2999999523163,0.687581150389682,0.431142561978007,37.3790939756373,58.5444724354256,2016-07-12 16:34:18,2016-07-12 16:36:42,144,2.18449427670352,"swim2",17,"UWW","Female","AFS","Bella04-12-14_3.csv",2014-12-04,"01:19",79,23,72,"swim",30.3401982875489,1.65910957724318,23.043188572822
"Bella2014-12-04swim3","Bella",2016-07-11 00:28:36,2016-07-11 00:29:53,76.5,0.0601834656213886,0.0380712269053127,43.6056836217112,68.5648416569255,2016-07-12 16:30:29,2016-07-12 16:32:34,125,2.14887296618554,"swim3",17,"UWW","Female","AFS",NA,NA,NA,0,NA,NA,"swim",NA,Inf,NA
"Bella2014-12-05rest","Bella",2016-07-11 00:03:02,2016-07-11 00:07:03,241.5,0.728915280112904,0.465335204427966,18.5509268011455,29.2438806502155,2016-07-12 10:04:05,2016-07-12 10:07:13,188,0.907726060698596,"rest",17,"UWW","Female","AFS",NA,NA,NA,0,NA,NA,"rest",NA,Inf,NA
"Bella2014-12-05swim1","Bella",2016-07-11 00:08:05,2016-07-11 00:09:45,100.5,0.749765004182242,0.478066909022773,45.3039945620899,70.7945388822507,2016-07-12 10:10:14,2016-07-12 10:12:13,119,2.1515290685849,"swim1",17,"UWW","Female","AFS","Bella05-12-14_1.csv",2014-12-05,"01:41",101,27,72,"swim",29.8823481747902,1.27813608034746,17.7518900048259
"Bella2014-12-05swim2","Bella",2016-07-11 00:12:34,2016-07-11 00:14:05,90.5,0.895226065484424,0.569665686094895,42.5263651718434,66.9091525132143,2016-07-12 10:14:31,2016-07-12 10:16:26,115,2.3301485091637,"swim2",17,"UWW","Female","AFS","Bella05-12-14_2.csv",2014-12-05,"01:31",91,23,72,"swim",32.3631737383847,1.53636165439365,21.3383563110229
"Bella2014-11-06rest","Bella",2016-07-11 00:56:16,2016-07-11 00:59:22,185.5,0.12092829633855,0.0766968881237611,14.0383693368055,22.4685573006541,2016-07-12 09:50:56,2016-07-12 09:53:15,139,0.920027789139745,"rest",17,"UWW","Female","AFS",NA,NA,NA,0,NA,NA,"rest",NA,Inf,NA
"Bella2014-11-06swim1","Bella",2016-07-11 00:55:01,2016-07-11 00:56:16,75.7000000476837,0.707656166291775,0.452797052282886,31.4549466704844,49.5695499284845,2016-07-12 09:56:27,2016-07-12 09:58:43,136,1.900245645153,"swim1",17,"UWW","Female","AFS","Bella06-11-14_1.csv",2014-11-06,"01:16",76,21,78,"swim",24.3621236558077,1.50019393038395,19.2332555177429
"Bella2014-11-06swim2","Bella",2016-07-11 00:25:25,2016-07-11 00:26:30,64.5999999046326,0.737179304325462,0.468753456966515,30.9377624879791,48.7185027584848,2016-07-12 10:00:35,2016-07-12 10:02:19,104,2.36401247059355,"swim2",17,"UWW","Female","AFS","Bella06-11-14_2.csv",2014-11-06,"01:04",64,21,78,"swim",30.3078521870968,2.21626169118145,28.4136114254032
